compound_id,subset
PostEra-ALP-POS-88a7a97e-32,train
PostEra-MAT-POS-b4d6b7fc-5,train
PostEra-ALP-POS-ecbed2ba-18,train
PostEra-ALP-POS-ecbed2ba-14,train
PostEra-MAT-POS-38eb6498-3,train
PostEra-MAT-POS-c7726e07-5,train
PostEra-ALP-POS-ecbed2ba-17,train
PostEra-ALP-POS-ecbed2ba-19,train
PostEra-ALP-POS-ecbed2ba-13,train
PostEra-ALP-POS-ecbed2ba-21,train
PostEra-ALP-POS-ecbed2ba-16,train
PostEra-EDJ-MED-b6c6ee2b-2,train
PostEra-EDJ-MED-8bb691af-4,train
PostEra-MAT-POS-c7726e07-6,train
PostEra-MAT-POS-b4d6b7fc-6,train
GoStar-gvk_125563827,train
GoStar-gvk_125563899,train
GoStar-gvk_125563891,train
GoStar-gvk_125563845,train
GoStar-gvk_125564018,train
GoStar-gvk_125563834,train
GoStar-gvk_125563866,train
GoStar-gvk_125563838,train
GoStar-gvk_125563880,train
GoStar-gvk_125563871,train
GoStar-gvk_125563867,train
GoStar-gvk_125563878,train
GoStar-gvk_125563860,train
GoStar-gvk_125563973,train
GoStar-gvk_125563960,train
GoStar-gvk_125563936,train
GoStar-gvk_125564069,train
GoStar-gvk_125564029,train
GoStar-gvk_125563993,train
GoStar-gvk_125564033,train
GoStar-gvk_125563974,train
GoStar-gvk_125563972,train
GoStar-gvk_125563932,train
GoStar-gvk_125563943,train
GoStar-gvk_125563946,train
GoStar-gvk_125563933,train
PostEra-MAT-POS-bf364d7a-4,train
PostEra-MAT-POS-83f73d0a-1,train
PostEra-MAT-POS-bf364d7a-3,train
PostEra-EDJ-MED-4fff0a85-4,train
PostEra-EDJ-MED-4fff0a85-3,train
PostEra-EDJ-MED-ede277f6-11,train
PostEra-MAT-POS-83f73d0a-2,train
PostEra-EDJ-MED-ede277f6-12,train
PostEra-MAT-POS-bf364d7a-1,train
PostEra-MAT-POS-bf364d7a-2,train
PostEra-MAT-POS-78ab8081-3,train
GoStar-gvk_125564073,train
GoStar-gvk_125564035,train
GoStar-gvk_125564030,train
GoStar-gvk_125563951,train
GoStar-gvk_125563962,train
GoStar-gvk_125564077,train
GoStar-gvk_125563885,train
GoStar-gvk_125563954,train
GoStar-gvk_125564046,train
GoStar-gvk_125564074,train
GoStar-gvk_125563935,train
PostEra-MAT-POS-fb82b63d-3,train
PostEra-MAT-POS-fb82b63d-1,train
PostEra-EDJ-MED-2791eece-11,train
PostEra-EDJ-MED-b774e9fe-1,train
PostEra-EDJ-MED-b774e9fe-3,train
PostEra-EDJ-MED-b774e9fe-2,train
PostEra-EDJ-MED-2791eece-3,train
PostEra-EDJ-MED-2791eece-4,train
PostEra-EDJ-MED-2791eece-7,train
PostEra-EDJ-MED-2791eece-12,train
PostEra-MED-COV-4280ac29-37,train
PostEra-JOH-UNI-0e1753c1-5,train
PostEra-PAU-UNI-8cdd41c7-1,train
PostEra-MAT-POS-ee51dedd-1,train
PostEra-MED-COV-4280ac29-15,train
PostEra-MAT-POS-2db6411e-2,train
PostEra-MIH-UNI-e573136b-5,train
PostEra-MED-COV-4280ac29-13,train
PostEra-MED-COV-4280ac29-33,train
PostEra-DAN-LON-a5fc619e-3,train
PostEra-LON-WEI-babf2c61-9,train
PostEra-LON-WEI-babf2c61-6,train
PostEra-LON-WEI-adc59df6-47,train
PostEra-LON-WEI-babf2c61-2,train
PostEra-LON-WEI-babf2c61-7,train
PostEra-PAU-WEI-5b8d5051-1,train
PostEra-LON-WEI-babf2c61-5,train
PostEra-LON-WEI-babf2c61-3,train
PostEra-ALP-UNI-c3ef0aba-3,train
PostEra-LON-WEI-babf2c61-1,train
GoStar-gvk_125563863,train
GoStar-gvk_125563913,train
GoStar-gvk_125563900,train
GoStar-gvk_125563921,train
GoStar-gvk_125563909,train
GoStar-gvk_125563929,train
GoStar-gvk_125563905,train
GoStar-gvk_125563914,train
GoStar-gvk_125563869,train
GoStar-gvk_125563926,train
PostEra-MAT-POS-54c4bf04-4,train
PostEra-BEN-DND-7e92b6ca-16,train
PostEra-ERI-UCB-a0b0dbcb-2,train
PostEra-MAT-POS-3b536971-2,train
PostEra-BEN-DND-7e92b6ca-14,train
PostEra-BEN-DND-7e92b6ca-11,train
PostEra-MAT-POS-916a2c5a-4,train
PostEra-BEN-DND-7e92b6ca-12,train
PostEra-ERI-UCB-a0b0dbcb-4,train
GoStar-gvk_125392175,train
GoStar-gvk_125437347,train
GoStar-gvk_125436282,train
GoStar-gvk_125392181,train
GoStar-gvk_125437424,train
GoStar-gvk_125392195,train
GoStar-gvk_125436294,train
GoStar-gvk_125437420,train
GoStar-gvk_125392171,train
GoStar-gvk_125436182,train
GoStar-gvk_125435870,train
GoStar-gvk_125436186,train
GoStar-gvk_125391975,train
GoStar-gvk_125436138,train
GoStar-gvk_125436485,train
GoStar-gvk_125391649,train
GoStar-gvk_125391963,train
GoStar-gvk_125436020,train
GoStar-gvk_125547026,train
GoStar-gvk_125547010,train
GoStar-gvk_125547080,train
GoStar-gvk_125547059,train
GoStar-gvk_125547025,train
GoStar-gvk_125547081,train
GoStar-gvk_124984449,train
GoStar-gvk_124984452,train
GoStar-gvk_125547072,train
PostEra-MAT-POS-f2460aef-4,train
PostEra-MAT-POS-f2460aef-1,train
PostEra-LON-WEI-2e27a2e5-1,train
PostEra-ALP-POS-b0bc6a46-24,train
PostEra-MAT-POS-f2460aef-2,train
PostEra-ALP-POS-02c6a514-44,train
PostEra-ALP-POS-b0bc6a46-22,train
PostEra-ALP-POS-b0bc6a46-17,train
PostEra-MAT-POS-7174c657-4,train
PostEra-MAT-POS-24589f88-13,train
PostEra-MAT-POS-24589f88-9,train
PostEra-MAT-POS-7174c657-1,train
PostEra-MAT-POS-24589f88-12,train
PostEra-MAT-POS-a3f7f96a-9,train
PostEra-MAT-POS-24589f88-7,train
PostEra-MAT-POS-61f37a1a-6,train
GoStar-gvk_125436373,train
GoStar-gvk_125436475,train
GoStar-gvk_125436369,train
GoStar-gvk_125436387,train
GoStar-gvk_125436371,train
GoStar-gvk_125437441,train
GoStar-gvk_125391833,train
GoStar-gvk_125436477,train
Kneller-HL-3-70,train
Kneller-HL-3-63,train
other-MCULE-5948770040-0,train
Kneller-HL-3-78,train
Kneller-HL-3-68,train
Kneller-HL-3-52,train
Kneller-Mcule-CSR-494190-S1,train
Kneller-HL-3-87,train
ZINC1706,train
CHEMBL2105029,train
CHEMBL1451277,train
CHEMBL24510,train
CHEMBL3188119,train
ZINC1533102,train
CHEMBL4303622,train
ZINC3820709,train
GoStar-gvk_124984210,train
GoStar-gvk_124984204,train
GoStar-gvk_124984206,train
GoStar-gvk_124984209,train
GoStar-gvk_124984203,train
GoStar-gvk_124984207,train
GoStar-gvk_124984205,train
GoStar-gvk_124984208,train
GoStar-gvk_125547030,train
GoStar-gvk_125547017,train
GoStar-gvk_125547020,train
GoStar-gvk_125547008,train
GoStar-gvk_124984447,train
GoStar-gvk_124984450,train
GoStar-gvk_125547022,train
PostEra-MAT-POS-8293a91a-2,train
PostEra-MAT-POS-7174c657-5,train
PostEra-MAT-POS-8293a91a-7,train
PostEra-MAT-POS-7174c657-6,train
PostEra-PET-UNK-ac320b15-10,train
PostEra-MAT-POS-8293a91a-6,train
PostEra-MAT-POS-a13804f0-4,train
GoStar-gvk_125563837,train
GoStar-gvk_125563836,train
GoStar-gvk_125563832,train
GoStar-gvk_125563833,train
GoStar-gvk_125563876,train
GoStar-gvk_125563843,train
GoStar-gvk_125563830,train
GoStar-gvk_125436481,train
GoStar-gvk_125391843,train
GoStar-gvk_125436377,train
GoStar-gvk_125447072,train
GoStar-gvk_125436479,train
GoStar-gvk_125436483,train
GoStar-gvk_125436305,train
PostEra-ALP-POS-ced8ea4d-11,train
PostEra-ALP-UNI-fe744232-30,train
PostEra-ALP-POS-ced8ea4d-19,train
PostEra-ALP-POS-ced8ea4d-67,train
PostEra-ALP-POS-02c6a514-50,train
PostEra-ALP-POS-ced8ea4d-12,train
PostEra-ALP-POS-d0876c20-1,train
PostEra-LON-WEI-8f408cad-2,train
PostEra-MAK-UNK-7c9d1431-17,train
PostEra-MAK-UNK-7c9d1431-9,train
PostEra-AAR-POS-d2a4d1df-27,train
PostEra-PEI-IMP-3d837503-1,train
PostEra-WAR-XCH-79d12f6e-6,train
PostEra-LON-WEI-8f408cad-4,train
PostEra-DAN-MCD-0c04f563-1,train
PostEra-DAN-MCD-0742953f-1,train
PostEra-DAN-MCD-e5161b06-1,train
PostEra-DAN-MCD-c163c0bb-1,train
PostEra-DAN-MCD-68a9aade-1,train
PostEra-DAN-MCD-3bfdcef2-1,train
PostEra-DAN-MCD-02570321-1,train
GoStar-gvk_125468757,train
GoStar-gvk_125468738,train
GoStar-gvk_125468839,train
GoStar-gvk_125468558,train
GoStar-gvk_125468753,train
GoStar-gvk_125468776,train
PostEra-EDJ-MED-b7309adf-1,train
PostEra-EDJ-MED-93390d0c-2,train
PostEra-EDJ-MED-b7309adf-2,train
PostEra-MIC-UNK-91acba05-3,train
PostEra-EDJ-MED-d9f3798e-3,train
PostEra-PET-UNK-2c6614b6-5,train
PostEra-EDJ-MED-6af13d92-1,train
PostEra-MAT-POS-590ac91e-41,train
PostEra-MAT-POS-3b536971-1,train
PostEra-ALP-POS-3fc1724e-1,train
PostEra-MAT-POS-916a2c5a-2,train
PostEra-EDJ-MED-6af13d92-3,train
ZINC174849,train
CHEMBL33103,train
ZINC83315,train
ZINC57378,train
ZINC57060,train
ZINC1592424,train
CHEMBL2107774,train
ZINC7563,train
CHEMBL2107179,train
ZINC154642,train
CHEMBL1034,train
CHEMBL23588,train
PostEra-JOH-MSK-46727e7b-1,train
GoStar-gvk_124984213,train
other-GC-376,train
GoStar-gvk_124984444,train
GoStar-gvk_125563906,train
other-GC-373,train
GoStar-gvk_125468927,train
GoStar-gvk_125468870,train
GoStar-gvk_125468645,train
GoStar-gvk_125468507,train
GoStar-gvk_125468773,train
GoStar-gvk_125468856,train
GoStar-gvk_125468579,train
GoStar-gvk_125468585,train
GoStar-gvk_125468866,train
GoStar-gvk_125468936,train
GoStar-gvk_125468595,train
GoStar-gvk_125468938,train
PostEra-ALP-POS-fe871b40-16,train
PostEra-MAT-POS-8d5af1ef-1,train
PostEra-MAT-POS-c7771779-1,train
PostEra-MAT-POS-f39f51fd-1,train
PostEra-MAT-POS-f9802937-2,train
PostEra-MIC-UNK-45817b9b-1,train
GoStar-gvk_125509708,train
GoStar-gvk_125509681,train
GoStar-gvk_125509700,train
GoStar-gvk_125509682,train
GoStar-gvk_125509715,train
GoStar-gvk_125509683,train
CHEMBL375270,train
CHEMBL34234,train
ZINC3986227,train
ZINC3874496,train
CHEMBL3335183,train
GoStar-gvk_125509534,train
GoStar-gvk_125509561,train
GoStar-gvk_125509576,train
GoStar-gvk_125509581,train
GoStar-gvk_125549081,train
GoStar-gvk_125405746,train
GoStar-gvk_125405676,train
GoStar-gvk_125391597,train
GoStar-gvk_125405747,train
GoStar-gvk_124979778,train
PostEra-MAT-POS-d8472c4f-1,train
PostEra-MAT-POS-8695a11f-3,train
PostEra-EDG-MED-5d232de5-7,train
PostEra-ALP-UNI-dbb9503d-1,train
PostEra-PET-UNK-c9c1e0d8-4,train
PostEra-ALP-POS-4483ae88-4,train
PostEra-MIK-ENA-5d9157e9-6,train
PostEra-MIK-ENA-5d9157e9-5,train
PostEra-MIK-UNK-58cd43d0-1,train
PostEra-MIK-UNK-78dbf1b8-1,train
GoStar-gvk_125563794,train
GoStar-gvk_125563814,train
GoStar-gvk_125563812,train
GoStar-gvk_125563795,train
GoStar-gvk_125563802,train
GoStar-gvk_125563987,train
GoStar-gvk_125563940,train
GoStar-gvk_125563996,train
GoStar-gvk_125563831,train
GoStar-gvk_125564028,train
PostEra-ALP-POS-c59291d4-4,train
PostEra-ALP-POS-c59291d4-2,train
PostEra-ALP-POS-c0c213c9-6,train
PostEra-ROB-IMP-e811baff-1,train
PostEra-ALP-POS-d2866bdf-1,train
GoStar-gvk_125468561,train
GoStar-gvk_125468565,train
GoStar-gvk_125468931,train
GoStar-gvk_125468551,train
GoStar-gvk_125468788,train
PostEra-ALP-POS-ce760d3f-3,train
PostEra-MAT-POS-a5ef2d74-1,train
PostEra-EDJ-MED-611d11e7-12,train
PostEra-MAT-POS-a5ef2d74-3,train
PostEra-BEN-DND-4f474d93-2,train
PostEra-EDG-MED-ba1ac7b9-15,train
PostEra-EDG-MED-ba1ac7b9-27,train
PostEra-ALP-UNI-8e43a71e-8,train
PostEra-ALP-UNI-8e43a71e-7,train
PostEra-ALP-UNI-8e43a71e-10,train
GoStar-gvk_125468603,train
GoStar-gvk_125468823,train
GoStar-gvk_125468601,train
GoStar-gvk_125468825,train
GoStar-gvk_125468506,train
GoStar-gvk_125547049,train
GoStar-gvk_125485542,train
GoStar-gvk_125563853,train
GoStar-gvk_125493443,train
GoStar-gvk_125485540,train
PostEra-EDJ-MED-b24713dc-1,train
PostEra-EDJ-MED-b24713dc-2,train
PostEra-EDJ-MED-6e43a462-2,train
PostEra-PET-UNK-8df914d1-2,train
PostEra-EDJ-MED-b24713dc-3,train
GoStar-gvk_125563844,train
GoStar-gvk_125564003,train
GoStar-gvk_125563851,train
GoStar-gvk_125563982,train
GoStar-gvk_125563861,train
PostEra-MAT-POS-14f31916-2,train
PostEra-MAT-POS-14f31916-5,train
PostEra-MAT-POS-14f31916-3,train
PostEra-MAT-POS-ee5e8e94-2,train
PostEra-MAT-POS-14f31916-1,train
CHEMBL53418,train
world_drugs-ZINC000003812842,train
CHEMBL289277,train
CHEMBL55659,train
ZINC3861630,train
PostEra-MAT-POS-777f5926-4,train
PostEra-MAT-POS-4223bc15-14,train
PostEra-MAT-POS-dc2604c4-3,train
PostEra-ALP-POS-07e1ed01-2,train
PostEra-MAT-POS-777f5926-3,train
PostEra-MAT-POS-853c0ffa-1,train
PostEra-EDG-MED-b1ef7fe3-1,train
PostEra-EDG-MED-b1ef7fe3-4,train
PostEra-LUO-POS-9931618f-2,train
PostEra-EDJ-MED-8bb691af-8,train
CHEMBL48582,train
ZINC1748,train
CHEMBL287445,train
ZINC72190123,train
PostEra-VLA-UNK-cf7facf1-1,train
PostEra-VLA-UCB-34f3ed0c-11,train
PostEra-VLA-UCB-29506327-1,train
PostEra-BEN-BAS-c2bc0d80-7,train
CHEMBL273575,train
PostEra-NIR-THE-c331be7a-2,train
PostEra-NIR-THE-c331be7a-6,train
PostEra-NIR-THE-c331be7a-1,train
PostEra-BEN-DND-76ad4ac9-10,train
PostEra-BEN-DND-76ad4ac9-11,train
PostEra-BEN-DND-76ad4ac9-14,train
PostEra-BEN-DND-76ad4ac9-12,train
CHEMBL428495,train
CHEMBL10878,train
ZINC1090,train
CHEMBL154580,train
PostEra-MAT-POS-be048f2c-6,train
PostEra-EDJ-MED-cc48ee33-4,train
PostEra-EDJ-MED-cc48ee33-5,train
PostEra-MAT-POS-be048f2c-5,train
PostEra-EDJ-MED-4fff0a85-1,train
PostEra-MAT-POS-bf364d7a-10,train
PostEra-MAT-POS-bf364d7a-9,train
PostEra-MAT-POS-5cd9ea36-6,train
PostEra-ALP-POS-6d04362c-2,train
PostEra-ALP-POS-6d04362c-1,train
PostEra-CHO-MSK-00c5269a-1,train
PostEra-CHO-MSK-00c5269a-2,train
world_drugs-ZINC000011525121,train
world_drugs-ZINC000004836283,train
world_drugs-ZINC000014879972,train
chembl-CHEMBL1236180,train
GoStar-gvk_125468653,train
GoStar-gvk_125468871,train
GoStar-gvk_125468833,train
GoStar-gvk_125468656,train
GoStar-gvk_125391571,train
GoStar-gvk_125391807,train
GoStar-gvk_125391547,train
GoStar-gvk_125391589,train
PostEra-MAT-POS-e69ad64a-2,train
PostEra-EDJ-MED-12c115cc-1,train
PostEra-MAT-POS-f7918075-2,train
PostEra-FRA-DIA-c7e803f4-1,train
PostEra-MED-COV-4280ac29-31,train
PostEra-DAR-DIA-fb20be43-6,train
ZINC19362182,train
PostEra-DAR-DIA-fb20be43-7,train
GoStar-gvk_125485524,train
GoStar-gvk_125485548,train
GoStar-gvk_125485586,train
GoStar-gvk_125485585,train
GoStar-gvk_125563803,train
GoStar-gvk_125563797,train
GoStar-gvk_125563817,train
GoStar-gvk_125563799,train
GoStar-gvk_125392209,train
GoStar-gvk_125391615,train
GoStar-gvk_125392049,train
GoStar-gvk_125391789,train
GoStar-gvk_125563928,train
GoStar-gvk_125564004,train
GoStar-gvk_125564019,train
GoStar-gvk_125563986,train
GoStar-gvk_125563915,train
GoStar-gvk_125564023,train
GoStar-gvk_125564007,train
GoStar-gvk_125563910,train
PostEra-ALP-POS-02c6a514-53,train
CHEMBL2311740,train
PostEra-ALP-POS-c59291d4-6,train
Kitamura-2,train
GoStar-gvk_125563955,train
GoStar-gvk_125564053,train
GoStar-gvk_125564052,train
GoStar-gvk_125563939,train
PostEra-ALP-POS-88a7a97e-23,train
PostEra-ALP-POS-88a7a97e-37,train
PostEra-ALP-POS-88a7a97e-24,train
PostEra-ALP-POS-88a7a97e-40,train
PostEra-RAL-THA-a9c31980-2,train
PostEra-EDJ-MED-e69ed63d-9,train
PostEra-EDJ-MED-e69ed63d-10,train
GoStar-gvk_125391839,train
GoStar-gvk_125435914,train
GoStar-gvk_125391869,train
PostEra-EDJ-MED-e69ed63d-6,train
PostEra-EDJ-MED-d165ed91-3,train
PostEra-EDJ-MED-43f8f7d6-6,train
PostEra-EDJ-MED-e69ed63d-16,train
PostEra-RAL-THA-a9c31980-6,train
PostEra-EDJ-MED-e69ed63d-15,train
GoStar-gvk_124987335,train
CHEMBL164,train
CHEMBL8260,train
GoStar-gvk_125547009,train
GoStar-gvk_124984451,train
GoStar-gvk_124984448,train
CHEMBL63440,train
PostEra-STE-KUL-d79e3d6a-1,train
CHEMBL1458713,train
GoStar-gvk_125563789,train
GoStar-gvk_125563808,train
GoStar-gvk_125563800,train
GoStar-gvk_125564012,train
GoStar-gvk_125563944,train
GoStar-gvk_125564050,train
GoStar-gvk_125485590,train
GoStar-gvk_125485593,train
GoStar-gvk_125485608,train
CHEMBL55400,train
CHEMBL2105615,train
CHEMBL7568,train
PostEra-ALP-POS-ecbed2ba-10,train
PostEra-ALP-POS-ecbed2ba-20,train
PostEra-ALP-POS-ecbed2ba-9,train
PostEra-BRU-THA-92256091-16,train
PostEra-MAT-POS-f2460aef-3,train
PostEra-BRU-THA-92256091-17,train
GoStar-gvk_125563985,train
GoStar-gvk_125563916,train
GoStar-gvk_125563956,train
PostEra-EDJ-MED-1981ceba-4,train
PostEra-EDJ-MED-1981ceba-3,train
PostEra-EDJ-MED-1981ceba-2,train
Kitamura-7,train
Kitamura-8,train
PostEra-ALP-POS-02c6a514-56,train
PostEra-PET-UNK-c9c1e0d8-3,train
PostEra-ALP-UNI-3735e77e-1,train
PostEra-ALP-UNI-dbb9503d-2,train
ZINC9293,train
ZINC4594,train
ZINC1632,train
CHEMBL1324020,train
CHEMBL1623,train
CHEMBL1201271,train
CHEMBL1318529,train
CHEMBL542541,train
CHEMBL276832,train
world_drugs-ZINC000000538152,train
PostEra-SIM-SYN-f15aaa3a-1,train
ZINC19156872,train
GoStar-gvk_125405689,train
GoStar-gvk_125405683,train
GoStar-gvk_125405680,train
PostEra-ERI-UCB-a0b0dbcb-12,train
PostEra-ERI-UCB-a0b0dbcb-11,train
PostEra-BEN-DND-7e92b6ca-10,train
PostEra-EDJ-MED-43f8f7d6-4,train
PostEra-EDJ-MED-e69ed63d-4,train
PostEra-EDJ-MED-e69ed63d-3,train
CHEMBL2160033,train
ZINC101549216,train
CHEMBL4094679,train
GoStar-gvk_125564002,train
GoStar-gvk_125564015,train
GoStar-gvk_125564021,train
GoStar-gvk_125563801,train
GoStar-gvk_125563811,train
GoStar-gvk_125563816,train
Kitamura-15,train
Kitamura-13,train
PostEra-ALP-POS-02c6a514-57,train
GoStar-gvk_125468501,train
GoStar-gvk_125468942,train
GoStar-gvk_125468500,train
GoStar-gvk_125563895,train
GoStar-gvk_124984211,train
GoStar-gvk_124984212,train
ZINC31261402,train
ZINC3872123,train
ZINC25973757,train
GoStar-gvk_125563966,train
GoStar-gvk_125563820,train
GoStar-gvk_125564000,train
GoStar-gvk_125405684,train
GoStar-gvk_125405681,train
GoStar-gvk_125405682,train
GoStar-gvk_125564036,train
GoStar-gvk_125564049,train
GoStar-gvk_125564062,train
PostEra-KAD-UNI-80f122c8-2,train
PostEra-EDG-MED-ba1ac7b9-23,train
PostEra-EDG-MED-ba1ac7b9-13,train
PostEra-MAT-POS-b3e365b9-3,train
PostEra-MAT-POS-7ddaf7de-4,train
PostEra-LON-WEI-0a73fcb8-7,train
GoStar-gvk_124987270,train
GoStar-gvk_125153445,train
GoStar-gvk_124987271,train
PostEra-LUO-POS-868e8996-10,train
PostEra-MAT-POS-1bed62cf-1,train
PostEra-LUO-POS-868e8996-9,train
GoStar-gvk_125563907,train
GoStar-gvk_125564016,train
GoStar-gvk_125563981,train
CHEMBL1614854,train
CHEMBL1369461,train
GoStar-gvk_124987331,train
GoStar-gvk_125468969,train
GoStar-gvk_125468848,train
GoStar-gvk_125468858,train
GoStar-gvk_125572678,train
GoStar-gvk_125563825,train
GoStar-gvk_125563868,train
PostEra-EDJ-MED-ee07cf00-1,train
PostEra-EDJ-MED-ee07cf00-16,train
PostEra-EDJ-MED-ee07cf00-8,train
PostEra-MAT-POS-bf364d7a-12,train
PostEra-MAT-POS-5cd9ea36-7,train
PostEra-MAT-POS-bf364d7a-11,train
enamine-Z1546799992,train
enamine-PV-001791606447,train
enamine-Z1096210829,train
CHEMBL282093,train
CHEMBL274990,train
GoStar-gvk_125485582,train
GoStar-gvk_125485520,train
GoStar-gvk_125563793,train
GoStar-gvk_125563821,train
GoStar-gvk_125436749,train
GoStar-gvk_125493661,train
GoStar-gvk_125563975,train
GoStar-gvk_125563989,train
CHEMBL52,train
CHEMBL90983,train
GoStar-gvk_125468790,train
GoStar-gvk_125468742,train
GoStar-gvk_125492484,train
GoStar-gvk_125436102,train
CHEMBL54797,train
ZINC38653506,train
GoStar-gvk_125391951,train
GoStar-gvk_125391773,train
CHEMBL1255739,train
ZINC2510048,train
6932848,train
CHEMBL1200887,train
CHEMBL621,train
CHEMBL1200798,train
GoStar-gvk_125563864,train
GoStar-gvk_125563848,train
GoStar-gvk_125468850,train
GoStar-gvk_125468731,train
ZINC8960,train
CHEMBL45245,train
PostEra-MAR-UCB-f313ec4d-6,train
PostEra-MAT-POS-54c4bf04-3,train
world_drugs-ZINC000018804836,train
world_drugs-ZINC000035653106,train
PostEra-EDJ-MED-dd2a8363-1,train
PostEra-EDJ-MED-dd2a8363-4,train
GoStar-gvk_125468980,train
GoStar-gvk_125468976,train
PostEra-DAN-MCD-52f1549c-1,train
PostEra-DAN-MCD-8aee1169-1,train
PostEra-EDJ-MED-968bafd9-1,train
PostEra-EDJ-MED-968bafd9-2,train
CHEMBL1329438,train
CHEMBL1445411,train
CHEMBL574558,train
CHEMBL505308,train
PostEra-PET-UNK-8922bd3c-1,train
PostEra-DAR-DIA-23aa0b97-19,train
GoStar-gvk_125563855,train
GoStar-gvk_125563870,train
GoStar-gvk_125391844,train
GoStar-gvk_125391845,train
PostEra-TRY-UNI-2eddb1ff-6,train
PostEra-TRY-UNI-2eddb1ff-7,train
GoStar-gvk_125468880,train
Kitamura-23R,train
GoStar-gvk_125468746,train
GoStar-gvk_125468937,train
PostEra-EDG-MED-b8f93667-6,train
PostEra-MAT-POS-c88128cb-5,train
ZINC3780965,train
CHEMBL7318,train
PostEra-EDJ-MED-fa7708b3-3,train
PostEra-EDJ-MED-fa7708b3-2,train
ZINC226098299,train
ZINC226098311,train
CHEMBL1743261,train
CHEMBL2107254,train
GoStar-gvk_125485583,train
GoStar-gvk_125485537,train
ZINC1550499,train
CHEMBL1200776,train
GoStar-gvk_124987265,train
GoStar-gvk_124987263,train
GoStar-gvk_125153448,train
GoStar-gvk_125153449,train
GoStar-gvk_124987262,train
GoStar-gvk_124987264,train
world_drugs-ZINC000038141705,train
world_drugs-ZINC000038141706,train
GoStar-gvk_125547047,train
GoStar-gvk_125547046,train
CHEMBL100259,train
CHEMBL68846,train
GoStar-gvk_125153447,train
GoStar-gvk_125153446,train
PostEra-MAT-POS-a3f7f96a-7,train
PostEra-MAT-POS-a3f7f96a-6,train
PostEra-MAT-POS-4223bc15-11,train
PostEra-MAT-POS-4223bc15-16,train
GoStar-gvk_125468530,train
GoStar-gvk_125468529,train
PostEra-MAT-POS-5cd9ea36-20,train
PostEra-MAT-POS-5cd9ea36-2,train
ZINC22448696,train
CHEMBL1735,train
GoStar-gvk_125436357,train
GoStar-gvk_125436355,train
PostEra-MAK-UNK-af83ef51-6,train
PostEra-NIR-THE-0d6461ce-8,train
GoStar-gvk_125563919,train
GoStar-gvk_125563920,train
GoStar-gvk_125563882,train
GoStar-gvk_125563862,train
GoStar-gvk_125563796,train
GoStar-gvk_125563815,train
ZINC1919,train
ZINC1022020,train
GoStar-gvk_125563842,train
GoStar-gvk_125563857,train
GoStar-gvk_125563969,train
GoStar-gvk_125563991,train
PostEra-MIK-UNK-1619f2e2-1,train
PostEra-EDJ-MED-705e09b8-1,train
GoStar-gvk_125563859,train
GoStar-gvk_125563850,train
PostEra-ALP-POS-477dc5b7-5,train
PostEra-MAT-POS-e20a5dfb-2,train
CHEMBL1886408,train
PostEra-DAV-CRI-14a23e73-1,train
ZINC1530939,train
CHEMBL449298,train
PostEra-DAN-MCD-f396e45b-1,train
PostEra-DAN-MCD-9cdc9f7f-1,train
GoStar-gvk_125468849,train
GoStar-gvk_125468874,train
PostEra-MAT-POS-e48723dc-2,train
PostEra-EDJ-MED-976a33d5-2,train
PostEra-BEN-DND-f2e727cd-4,train
PostEra-ALP-UNI-c3ef0aba-1,train
ZINC116937,train
ZINC1488208,train
GoStar-gvk_125547061,train
GoStar-gvk_125547066,train
PostEra-ALP-POS-5bb456a5-7,train
PostEra-ALP-POS-5bb456a5-8,train
CHEMBL1370630,train
CHEMBL1565276,train
GoStar-gvk_125563829,train
GoStar-gvk_125563787,train
GoStar-gvk_125392077,train
GoStar-gvk_125392167,train
CHEMBL329522,train
ZINC136138,train
CHEMBL1401624,train
ZINC1571580,train
ZINC100004242,train
ZINC100004227,train
PostEra-MAT-POS-a13804f0-1,train
PostEra-MAT-POS-e9e99895-8,train
world_drugs-ZINC000084441937,train
world_drugs-ZINC000100036924,train
GoStar-gvk_125391641,train
GoStar-gvk_125509574,train
enamine-Z2737490712,train
enamine-Z1889478593,train
PostEra-DAN-MCD-9950a804-1,train
PostEra-DAN-MCD-1a622181-1,train
world_drugs-ZINC000003918087,train
GoStar-gvk_125163399,train
CHEMBL101683,train
ZINC1912572,train
PostEra-JIN-POS-6dc588a4-14,train
PostEra-PET-UNK-e274cad4-6,train
CHEMBL1259058,train
ZINC000145401681,train
GoStar-gvk_125563822,train
GoStar-gvk_125563839,train
PostEra-VLA-UNK-82501c2c-1,train
PostEra-MAT-POS-bb423b95-1,train
PostEra-MAT-POS-f7918075-5,train
PostEra-VLA-UNK-82501c2c-2,train
CHEMBL4303565,train
CHEMBL3348956,train
ZINC8819,train
Z4911889334,train
GoStar-gvk_125563823,train
GoStar-gvk_125563819,train
PostEra-MAT-POS-e9e99895-6,train
PostEra-EDJ-MED-ee07cf00-18,train
CHEMBL809,train
ZINC3995796,train
GoStar-gvk_125563875,train
GoStar-gvk_125572680,train
ZINC101773780,train
ZINC149270694,train
emolecules-17193578,train
emolecules-17180957,train
GoStar-gvk_125563872,train
GoStar-gvk_125563858,train
PostEra-LON-WEI-4d77710c-8,train
PostEra-LON-WEI-4d77710c-11,train
Gentile-Z4927220853,train
Gentile-Z4927220858,train
